Scientific name,Scientific name modif,English,Chinese,Chinese (Traditional),Czech,Danish,Dutch,Estonian,Finnish,French,French_modif,German,Hungarian,Italian,Japanese,Lithuanian,Norwegian,Polish,Portuguese,Russian,Slovak,Spanish,Swedish
Glaucidium palmarum,Glaucidium palmarum,Colima Pygmy Owl,?????,?????,kulí?ek colimsk?,Colimaspurveugle,Colimadwerguil,jalami-värbkakk,meksikonvarpuspöllö,Chevêchette du Colima,Chevêchette du Colima,Palmenzwergkauz,Colima-törpekuvik,Civettina del Colima,??????????,Meksikin? ?virblin? pel?da,Colimaugle,sóweczka palmowa,0,????????? ?????????? ?????,kuvi?ok aztécky,Mochuelo de Colima,colimasparvuggla
Glaucidium sanchezi,Glaucidium sanchezi,Tamaulipas Pygmy Owl,????,??????,kulí?ek Sanchez?v,Tamaulipasspurveugle,Tamaulipasdwerguil,tamaulipase värbkakk,tamaulipasinvarpuspöllö,Chevêchette du Tamaulipas,Chevêchette du Tamaulipas,Sanchezzwergkauz,Tamaulipas törpekuvik,Civettina del Tamaulipas,???????????,Tamaulipasin? ?virblin? pel?da,Tamaulipasugle,sóweczka meksyka?ska,0,???????????? ?????????? ?????,kuvi?ok mexick?,Mochuelo tamaulipeco,tamaulipassparvuggla
Glaucidium mooreorum,Glaucidium mooreorum,Pernambuco Pygmy Owl,????,??????,kulí?ek pernambuck?,Pernambucospurveugle,Pernambucodwerguil,pernambuco värbkakk,0,Chevêchette des Moore,Chevêchette des Moore,Pernambuco-Zwergkauz,pernambucoi törpekuvik,Civettina del Pernambuco,0,Pernambukin? ?virblin? pel?da,Pernambucougle,sóweczka kasztanowata,Caburé-de-pernambuco,0,kuvi?ok pernambuck?,Mochuelo de Pernambuco,pernambucosparvuggla
Glaucidium griseiceps,Glaucidium griseiceps,Central American Pygmy Owl,????,?????,kulí?ek ?edohlav?,Gr?hovedet Spurveugle,Grijskopdwerguil,keskameerika värbkakk,keskiamerikanvarpuspöllö,Chevêchette à tête grise,Chevêchette à tête grise,Graukopf-Zwergkauz,közép-amerikai törpekuvik,Civettina del Centroamerica,????????,Centrin?s Amerikos ?virblin? pel?da,Askehodeugle,sóweczka lilipucia,0,?????????????????????? ?????????? ?????,kuvi?ok sivohlav?,Mochuelo centroamericano,centralamerikansk sparvuggla
Glaucidium parkeri,Glaucidium parkeri,Subtropical Pygmy Owl,????,??????,kulí?ek subtropick?,Submontan Spurveugle,Parkers Dwerguil,ket?ua värbkakk,harjuvarpuspöllö,Chevêchette de Parker,Chevêchette de Parker,Parkerzwergkauz,szubtrópusi törpekuvik,Civettina subtropicale,????????????,Atogr??in? ?virblin? pel?da,Vetteugle,sóweczka ciemna,0,?????????????? ?????,kuvi?ok subtropick?,Mochuelo de Parker,subtropisk sparvuggla
Glaucidium hardyi,Glaucidium hardyi,Amazonian Pygmy Owl,?????,?????,kulí?ek amazonsk?,Amazonspurveugle,Hardy's Dwerguil,amasoonia värbkakk,brasilianvarpuspöllö,Chevêchette d'Amazonie,Chevêchette d'Amazonie,Amazonaszwergkauz,amazóniai törpekuvik,Civettina amazzonica,???????????,Amazonin? ?virblin? pel?da,Jungelugle,sóweczka brazylijska,Caburé-da-amazônia,?????????? ?????,kuvi?ok amazonsk?,Mochuelo amazónico,amazonsparvuggla
Glaucidium minutissimum,Glaucidium minutissimum,East Brazilian Pygmy Owl,????,???,kulí?ek zakrsl?,Brasiliansk Spurveugle,Kleinste Dwerguil,pisi-värbkakk,pikkuvarpuspöllö,Chevêchette cabouré,Chevêchette cabouré,Kleinstzwergkauz,parányi törpekuvik,Civettina minuta,????????????,?virblin? pel?da ma?yl?,Kn?ttugle,sóweczka kar?owata,Caburé-miudinho,????????? ?????????? ???,kuvi?ok trpasli?í,Mochuelo mínimo,dvärgsparvuggla
Glaucidium brasilianum,Glaucidium brasilianum,Ferruginous Pygmy Owl,???,????,kulí?ek brazilsk?,Rustfarvet Spurveugle,Braziliaanse Dwerguil,?nne-värbkakk,ruostevarpuspöllö,Chevêchette brune,Chevêchette brune,Brasilzwergkauz,rozsdás törpekuvik,Civettina tabaccata,?????????,Rudoji ?virblin? pel?da,?gleugle,sóweczka kreskowana,Caburé,????? ?????????? ???,kuvi?ok hrdzav?,Mochuelo caburé,rostsparvuggla
Glaucidium peruanum,Glaucidium peruanum,Pacific Pygmy Owl,????,????,kulí?ek peruánsk?,Peruspurveugle,Peruaanse Dwerguil,peruu värbkakk,perunvarpuspöllö,Chevêchette du Pérou,Chevêchette du Pérou,Peruzwergkauz,perui törpekuvik,Civettina del Perù,??????????,Peruvin? ?virblin? pel?da,Peruugle,sóweczka peruwia?ska,0,?????????? ?????,kuvi?ok peruánsky,Mochuelo peruano,perusparvuggla
Glaucidium nana,Glaucidium nana,Austral Pygmy Owl,???,????,kulí?ek patagonsk?,Patagonsk Spurveugle,Magelhaendwerguil,0,pampavarpuspöllö,Chevêchette australe,Chevêchette australe,Australzwergkauz,Araukán törpekuvik,Civettina australe,??????????,Australin? ?virblin? pel?da,Skjellgranugle,sóweczka magella?ska,Mocho-pigmeu-australiano,????? ?????,kuvi?ok patagónsky,Mochuelo patagón,magellansparvuggla
Glaucidium siju,Glaucidium siju,Cuban Pygmy Owl,????,????,kulí?ek kubánsk?,Cubaspurveugle,Cubaanse Dwerguil,kuuba värbkakk,kuubanvarpuspöllö,Chevêchette de Cuba,Chevêchette de Cuba,Kubazwergkauz,kubai törpekuvik,Civettina di Cuba,???????????,Kubin? ?virblin? pel?da,Kubaugle,sóweczka kuba?ska,Mocho-pigmeu-cubano,????????? ?????????? ???,kuvi?ok kubánsky,Mochuelo sijú,kubasparvuggla
Glaucidium tephronotum,Glaucidium tephronotum,Red-chested Owlet,????,????,kulí?ek rudoprs?,R?dbrystet Spurveugle,Roodborstdwerguil,t?mmuselg-värbkakk,tropiikkivarpuspöllö,Chevêchette à pieds jaunes,Chevêchette à pieds jaunes,Rotbrust-Zwergkauz,vörösmell? törpekuvik,Civettina pettorosso,???????????,Geltonkoj? ?virblin? pel?da,Gr?hodeugle,sóweczka rdzawopier?na,0,???????????? ?????????? ???,kuvi?ok hrdzavoprs?,Mochuelo pechirrojo,rödbröstad sparvuggla
Glaucidium sjostedti,Glaucidium sjostedti,Sjöstedt's Barred Owlet,????,????,kulí?ek Sjoestedt?v,R?drygget Spurveugle,Kameroendwerguil,ruskselg-värbkakk,kameruninvarpuspöllö,Chevêchette à queue barrée,Chevêchette à queue barrée,Prachtzwergkauz,pompás törpekuvik,Civettina di Sjostedt,??????????,Sjostedo ?virblin? pel?da,Skarabidugle,sóweczka bia?obroda,0,???????????????? ?????????? ???,kuvi?ok hnedast?,Mochuelo del Congo,Sjöstedts sparvuggla
Glaucidium cuculoides,Glaucidium cuculoides,Asian Barred Owlet,????,????,kulí?ek kuka??í,G?geugle,Koekoeksdwerguil,vööt-värbkakk,raitavarpuspöllö,Chevêchette cuculoïde,Chevêchette cuculoïde,Kuckuckszwergkauz,kakukkhangú törpekuvik,Civettina barrata asiatica,?????????,Gegutin? ?virblin? pel?da,Orientgj?kugle,sóweczka falista,Mocho-pequeno,?????????? ?????????? ???,kuvi?ok jarab?,Mochuelo cuco,göksparvuggla
Glaucidium castanopterum,Glaucidium castanopterum,Javan Owlet,????,????,kulí?ek hn?dok?ídl?,Indonesisk Spurveugle,Bruinvleugeldwerguil,jaava värbkakk,jaavanvarpuspöllö,Chevêchette spadicée,Chevêchette spadicée,Trillerzwergkauz,trillázó törpekuvik,Civettina di Giava,??????????,Javos ma?oji pel?da,Javagj?kugle,sóweczka jawajska,0,???????? ?????????? ???,kuvi?ok trilkav?,Mochuelo de Java,javasparvuggla
Glaucidium radiatum,Glaucidium radiatum,Jungle Owlet,????,???,kulí?ek d?unglov?,Junglespurveugle,Jungledwerguil,d?ungli-värbkakk,intianvarpuspöllö,Chevêchette de jungle,Chevêchette de jungle,Dschungelzwergkauz,dzsungel törpekuvik,Civettina della giungla,?????????,D?iunglin? ?virblin? pel?da,Indiaugle,sóweczka pr?¿kowana,0,?????????? ?????????? ???,kuvi?ok d?ung?ov?,Mochuelo de jungla,indisk sparvuggla
Glaucidium castanotum,Glaucidium castanotum,Chestnut-backed Owlet,????,????????,kulí?ek srílansk?,Sri Lanka-spurveugle,Ceylonese Dwerguil,tseiloni värbkakk,srilankanvarpuspöllö,Chevêchette à dos marron,Chevêchette à dos marron,Kastanienmantel-Zwergkauz,gesztenyebarnahátú törpekuvik,Civettina dorsocastano,??????????,Ka?tonin? ?virblin? pel?da,Singaleserugle,sóweczka cejlo?ska,0,??????????? ?????????? ???,kuvi?ok hnedochrbt?,Mochuelo de Ceilán,ceylonsparvuggla
Glaucidium capense,Glaucidium capense,African Barred Owlet,???,????,kulí?ek africk?,Kapspurveugle,Kaapse Dwerguil,täpik-värbkakk,akaasiavarpuspöllö,Chevêchette du Cap,Chevêchette du Cap,Kapzwergkauz,fokföldi törpekuvik,Civettina barrata africana,???????????,Kapin? ?virblin? pel?da,Dvergugle,sóweczka plamobrzucha,Mocho-barrado,??????? ?????????? ???,kuvi?ok pásikav?,Mochuelo de El Cabo,akaciasparvuggla
Glaucidium albertinum,Glaucidium albertinum,Albertine Owlet,????,?????,kulí?ek skvrnitob?ich?,Albertinespurveugle,Prigogines Dwerguil,ruanda värbkakk,0,Chevêchette du Graben,Chevêchette du Graben,Albertzwergkauz,Albertine-törpekuvik,Civettina di Albertine,???????????,Alberto ?virblin? pel?da,Tutsiugle,sóweczka górska,0,?????????? ??? ??????????,kuvi?ok horsk?,Mochuelo del Alberto,kivusparvuggla
Xenoglaux loweryi,Xenoglaux loweryi,Long-whiskered Owlet,????,????,kulí?ek Loweryho,Sk?gspurveugle,Snorrebaarduil,udekakk,partapöllö,Chevêchette nimbée,Chevêchette nimbée,Peruanerkauz,pofaszakállas törpekuvik,Civetta baffuta,???????????,Ilga?s? ?viblin? pel?da,Kinnskjeggugle,w?sówka,Coruja-de-bigode,??????? ????????????? ?????,kuvi?ok fúzat?,Mochuelo peludo,borstuggla
Micrathene whitneyi,Micrathene whitneyi,Elf Owl,???,??,kulí?ek trpasli?í,Alfeugle,Cactusuil,kaktusekakk,kaktuspöllö,Chevêchette des saguaros,Chevêchette des saguaros,Elfenkauz,tündérbaglyocska,Civetta elfo,????????,Kaktusin? pel?da,Alveugle,kaktusówka,Mocho-duende,???-????,sovi?ka kaktusová,Mochuelo de los saguaros,kaktusuggla
Athene noctua,Athene noctua,Little Owl,?????,?????,s??ek obecn?,Kirkeugle,Steenuil,kivikakk,minervanpöllö,Chevêche d'Athéna,Chevêche d'Athéna,Steinkauz,kuvik,Civetta,????????,"Paprastoji pel?dik?, pel?dik?",Kirkeugle,pójd?ka (zwyczajna),Mocho-galego,??????? ???,kuvik oby?ajn?,Mochuelo europeo,minervauggla
Athene brama,Athene brama,Spotted Owlet,?????,?????,s??ek brahmínsk?,Indisk Kirkeugle,Brahmaanse Steenuil,küla-kivikakk,brahmanpöllö,Chevêche brame,Chevêche brame,Brahmakauz,brama kuvik,Civetta macchiata,???????????,Indokinin? pel?dik?,Tempelugle,pójd?ka brami?ska,Mocho-de-Brama,?????????? ???,kuvik ?kvrnit?,Mochuelo brahmán,brahminuggla
Athene cunicularia,Athene cunicularia,Burrowing Owl,???,??,s??ek králi?í,Pr?rieugle,Holenuil,koopakakk,preeriapöllö,Chevêche des terriers,Chevêche des terriers,Kaninchenkauz,üregi bagoly,Civetta delle tane,????????,Urvin? pel?dik?,Graveugle,pójd?ka ziemna,Coruja-buraqueira,???????? ???,kuvik zemn?,Mochuelo de madriguera,prärieuggla
Heteroglaux blewitti,Heteroglaux blewitti,Forest Owlet,????,????,s??ek lesní,Skovkirkeugle,Bossteenuil,mets-kivikakk,hindustaninpöllö,Chevêche forestière,Chevêche forestière,Blewittkauz,erdei kuvik,Civetta di foresta,??????????,Mi?kin? pel?dik?,Karmaugle,pójd?ka le?na,Corujinha-da-floresta,?????? ???,kuvik lesn?,Mochuelo de Blewitt,Blewitts uggla
Aegolius funereus,Aegolius funereus,Boreal Owl,??,??,s?c rousn?,Perleugle,Ruigpootuil,karvasjalg-kakk e. laanekakk,helmipöllö,Nyctale de Tengmalm,Chouette de Tengmalm,Raufußkauz,gatyáskuvik,Civetta capogrosso,???????,"Paprastoji lutut?, lutut?",Perleugle,w?ochatka (zwyczajna),Mocho-funéreo,?????????? ???,pôtik kapcav?,Mochuelo boreal,pärluggla
Aegolius acadicus,Aegolius acadicus,Northern Saw-whet Owl,????,????,s?c americk?,Lille Perleugle,Zaaguil,töbikakk,amerikanhelmipöllö,Petite Nyctale,Petite Nyctale,Sägekauz,f?részbagoly,Civetta capogrosso del Nordamerica,???????????,Amerikin? lutut?,Slipeugle,w?ochatka ma?a,Mocho-amolador,?????????????????? ?????????? ???,pôtik ?krip?av?,Mochuelo cabezón,rostpärluggla
Aegolius gradyi,Aegolius gradyi,Bermuda Saw-whet Owl,???????,???????,0,0,Bermudazaaguil,0,0,Nyctale des Bermudes,Nyctale des Bermudes,0,0,0,0,0,0,w?ochatka bermudzka,0,0,pôtik bermudsk?,0,bermudapärluggla
Aegolius ridgwayi,Aegolius ridgwayi,Unspotted Saw-whet Owl,??????,??????,s?c panamsk?,Hvidbrynet Perleugle,Ridgways Zaaguil,l?una-töbikakk,ruskohelmipöllö,Nyctale immaculée,Nyctale immaculée,Ridgwaykauz,Ridway-bagoly,Civetta capogrosso del Centroamerica,???????????,Rid?v?jaus lutut?,Kanelugle,w?ochatka bia?olica,0,?????????? ?????????? ???,pôtik plá?tikov?,Mochuelo moreno,brun pärluggla
Aegolius harrisii,Aegolius harrisii,Buff-fronted Owl,????,????,s?c plavo?el?,Okkerbrystet Perleugle,Harris' Zaaguil,laukkakk,keltahelmipöllö,Nyctale de Harris,Nyctale de Harris,Blassstirnkauz,halványhomlokú bagoly,Civetta capogrosso del Sudamerica,??????????,Geltonkakt? lutut?,Svartbrynugle,w?ochatka obro¿na,Caburé-acanelado,??????????? ?????????? ???,pôtik okrov?,Mochuelo canela,gulpannad pärluggla
Ninox rufa,Ninox rufa,Rufous Owl,???,???,sovka ry?avá,R?dbrun H?geugle,Rosse Valkuil,viir-haugaskakk,raitahaukkapöllö,Ninoxe rousse,Ninoxe rousse,Rostkauz,rozsdás héjabagoly,Gufastore rossiccio,?????????,Rusvoji a?trianag? pel?da,Rustfalkugle,sowica maskowa,Coruja-ruiva,????? ????????? ????,sovka hrdzavá,Nínox rojizo,rödbrun spökuggla
Ninox burhani,Ninox burhani,Togian Boobook,????,?????,0,Togianh?geugle,Togianvalkuil,0,0,Ninoxe de Burhan,Ninoxe de Burhan,Togiankauz,togian-szigeteki héjabagoly,Gufastore delle Togian,0,Togiano sal? a?trianag? pel?da,Togianfalkugle,sowica samotna,0,0,sovka togianska,Nínox de las Togian,togianspökuggla
Ninox strenua,Ninox strenua,Powerful Owl,???,???,sovka statná,Stor H?geugle,Grote Valkuil,suur-haugaskakk,isohaukkapöllö,Ninoxe puissante,Ninoxe puissante,Riesenkauz,nagy héjabagoly,Gufastore possente,???????,Didingoji a?trianag? pel?da,V?kugle,sowica wielka,Coruja-gavi?o-poderosa ,?????????? ????????? ????,sovka ve?ká,Nínox robusto,större spökuggla
Ninox connivens,Ninox connivens,Barking Owl,???,???,sovka ?t?kavá,G?ende H?geugle,Blafuil,koer-haugaskakk,koirapöllö,Ninoxe aboyeuse,Ninoxe aboyeuse,Kläfferkauz,ugató bagoly,Gufastore abbaiante,????????????,Lojan?ioji a?trianag? pel?da,Bjeffeugle,sowica szczekliwa,Coruja-do-descascamento,?????? ????????? ????,sovka ?tekavá,Nínox ladrador,skällande spökuggla
Ninox rudolfi,Ninox rudolfi,Sumba Boobook,????,????,sovka sumbská,Sumbah?geugle,Soembaboeboekuil,sumba haugaskakk,sumbanhaukkapöllö,Ninoxe de Sumba,Ninoxe de Sumba,Sumbakauz,szumba kakukkbagoly,Bubuk di Sumba,????????,Sumbin? a?trianag? pel?da,Storsumbaugle,sowica plamkog?owa,0,?????????? ????????? ????,sovka monzúnová,Nínox de Sumba grande,större sumbaspökuggla
Ninox boobook,Ninox boobook,Southern Boobook,????,????,sovka bubuk,Lille H?geugle,Australische Boeboekuil,väike-haugaskakk,australianhaukkapöllö,Ninoxe d'Australie,Ninoxe d'Australie,Boobookkauz,ausztrál kakukkbagoly,Bubuk comune,????????,Australin? a?trianag? pel?da,Boobookugle,sowica australijska,0,????????? ????-?????,sovka bubuk,Nínox australiano,australisk spökuggla
Ninox novaeseelandiae,Ninox novaeseelandiae,Morepork,?????,?????,sovka ostrovní,Newzealandsk H?geugle,Nieuw-Zeelandse Boeboekuil,l?una-haugaskakk,uudenseelanninhaukkapöllö,Ninoxe boubouk,Ninoxe boubouk,Kuckuckskauz,kakukkbagoly,Gufastore di Nuova Zelanda,?????????????,Gegutin? a?trianag? pel?da,Nattsvermerugle,sowica ciemnolica,Coruja-lavradora,????????? ????????? ????,sovka mopoke,Nínox maorí,nyzeeländsk spökuggla
Ninox scutulata,Ninox scutulata,Brown Hawk-Owl,??,???,sovka drav?í,Orientalsk H?geugle,Zuid-Aziatische Valkuil,p?hja-haugaskakk,haukkapöllö,Ninoxe hirsute,Ninoxe hirsute,Falkenkauz,fátyolos bagoly,Gufastore bruno,?????,Rudoji a?trianag? pel?da,Orientfalkugle,sowica brunatna,Coruja-de-agulhas,????????? ????,sovka kobcovitá,Nínox pardo,brun spökuggla
Ninox japonica,Ninox japonica,Northern Boobook,???,????,0,0,Noord-Aziatische Valkuil,0,0,Ninoxe boréale,Ninoxe boréale,Japankauz,0,Gufastore settentrionale,0,?iaurin? a?trianag? pel?da,Nordfalkugle,sowica pó?nocna,0,???????? ????????? ????,sovka prelietavá,Nínox japonés,nordlig spökuggla
Ninox randi,Ninox randi,Chocolate Boobook,??????,?????,0,0,Filippijnse Boeboekuil,0,0,Ninoxe de Rand,Ninoxe de Rand,Schokoladenkauz,0,Gufastore cioccolato,0,0,Sjokoladeugle,sowica czekoladowa,0,????????? ???? ?????,sovka bielo?elá,Nínox chocolate,chokladspökuggla
Ninox obscura,Ninox obscura,Hume's Hawk-Owl,????,?????,0,Nicobarh?geugle,Humes Valkuil,0,0,Ninoxe de Nicobar,Ninoxe de Nicobar,Dunkelkauz,0,0,0,0,M?rkfalkugle,sowica nikobarska,0,0,sovka andamanská,Nínox oscuro,Humes spökuggla
Ninox affinis,Ninox affinis,Andaman Hawk-Owl,?????,?????,sovka andamanská,Andamanh?geugle,Andamanenvalkuil,hele-haugaskakk,andamaanienhaukkapöllö,Ninoxe des Andaman,Ninoxe des Andaman,Andamanenkauz,andamáni héjabagoly,Gufastore delle Andamane,??????????,Andamanin? a?trianag? pel?da,Andamanfalkugle,sowica namorzynowa,0,??????????? ????????? ????,sovka mangrovová,Nínox de Andamán,andamanspökuggla
Ninox superciliaris,Ninox superciliaris,White-browed Hawk-Owl,????,????,sovka madagaskarská,Hvidbrynet H?geugle,Madagaskarvalkuil,valgekulm-haugaskakk,madagaskarinhaukkapöllö,Ninoxe à sourcils blancs,Ninoxe à sourcils blancs,Madagaskarkauz,madagaszkári héjabagoly,Gufastore cigliabianche,???????????,Madagaskarin? a?trianag? pel?da,Gasserfalkugle,pójd?ka bia?obrewa,0,?????????????? ????????? ????,kuvik madagaskarsk?,Mochuelo malgache,madagaskarspökuggla
Ninox philippensis,Ninox philippensis,Luzon Hawk-Owl,?????,?????,sovka filipínská,Filippinsk H?geugle,Luzonvalkuil,pisi-haugaskakk,filippiinienhaukkapöllö,Ninoxe de Luçon,Ninoxe de Luçon,Luzonkauz,fülöp-szigeteki héjabagoly,Gufastore delle Filippine,??????????,Filipinin? a?trianag? pel?da,Filippinerfalkugle,sowica filipi?ska,Coruja-gavi?o-filipina,???????????? ????????? ????,sovka filipínska,Nínox de Luzón,luzonspökuggla
Ninox spilocephala,Ninox spilocephala,Mindanao Hawk-Owl,??????,??????,0,Mindanaoh?geugle,Mindanaovalkuil,mindanao haugaskakk,0,Ninoxe de Mindanao,Ninoxe de Mindanao,Mindanaokauz,0,0,??????????,0,Mindanaofalkugle,sowica paskowana,0,0,sovka ?kvrnitohlavá,Nínox de Mindanao,mindanaospökuggla
Ninox mindorensis,Ninox mindorensis,Mindoro Hawk-Owl,????,?????,0,0,Mindorovalkuil,0,0,Ninoxe de Mindoro,Ninoxe de Mindoro,Mindorokauz,mindoroi héjabagoly,0,0,0,Mindorofalkugle,sowica jarz?bata,0,0,sovka vlnkovaná,Nínox de Mindoro,mindorospökuggla
Ninox spilonotus,Ninox spilonotus,Romblon Hawk-Owl,?????,??????,0,Mindoroh?geugle,Romblonvalkuil,värb-haugaskakk,0,Ninoxe des Visayas,Ninoxe des Visayas,Romblonkauz,0,0,?????????,0,Tablasfalkugle,sowica plamista,0,0,sovka lukluk,Nínox de Romblón,romblonspökuggla
Ninox rumseyi,Ninox rumseyi,Cebu Hawk-Owl,????,????,0,0,Cebuvalkuil,0,0,Ninoxe de Cebu,Ninoxe de Cebu,Cebukauz,0,0,0,Cebu a?trianag? pel?da,Sebufalkugle,sowica bia?orzytna,Coruja-gavi?o-da-ilha-de-cebu,????????? ????????? ????,sovka bielohrdlá,Nínox de Cebú,cebuspökuggla
Ninox leventisi,Ninox leventisi,Camiguin Hawk-Owl,?????,?????,0,0,Camiguinvalkuil,0,0,Ninoxe de Camiguin,Ninoxe de Camiguin,Camiguinkauz,0,0,0,Kamiguino a?trianag? pel?da,Camiguinfalkugle,sowica bia?ogard?a,Coruja-gavi?o-da-ilha-de-camiguin,??????????? ????????? ????,sovka bradatá,Nínox de Camiguín,camiguinspökuggla
Ninox reyi,Ninox reyi,Sulu Hawk-Owl,????,????,0,0,Suluvalkuil,0,0,Ninoxe des Sulu,Ninoxe des Sulu,Sulukauz,0,0,0,0,Sulufalkugle,sowica suluska,0,????????? ????????? ????,sovka ?kvrnitochrbtá,Nínox de las Sulu,suluspökuggla
Ninox ochracea,Ninox ochracea,Ochre-bellied Boobook,????,????,sovka okrová,Okkerbuget H?geugle,Geelbuikvalkuil,ookerk?ht-haugaskakk,aarnihaukkapöllö,Ninoxe ocrée,Ninoxe ocrée,Ockerbauchkauz,okkersárgahasú héjabagoly,Gufastore panciaocra,?????????,Geltonpilv? a?trianag? pel?da,Okerfalkugle,sowica ochrowa,0,?????????? ????????? ????,sovka okrová,Nínox ocráceo,ockraspökuggla
Ninox ios,Ninox ios,Cinnabar Boobook,????,?????,sovka celebeská,Cinnoberh?geugle,Roestbruine Valkuil,minahassa haugaskakk,cinnabarinhaukkapöllö,Ninoxe rouilleuse,Ninoxe rouilleuse,Zinnoberkauz,fahéjszín? héjabagoly,Gufastore di Cinnabar,0,Sulavesin? a?trianag? pel?da,Kanelfalkugle,sowica cynobrowa,0,?????????? ????????? ????,sovka rumelková,Nínox bermejo,cinnoberspökuggla
Ninox squamipila,Ninox squamipila,Hantu Boobook,???,???,sovka molucká,Indonesisk H?geugle,Molukse Valkuil,maluku haugaskakk,molukkienhaukkapöllö,Ninoxe des Moluques,Ninoxe des Moluques,Molukkenkauz,molukkui héjabagoly,Gufastore delle Molucche,?????????,Molukin? a?trianag? pel?da,Molukkfalkugle,sowica molucka,0,?????????? ????????? ????,sovka seramská,Nínox de Seram,buruspökuggla
Ninox hypogramma,Ninox hypogramma,Halmahera Boobook,????,??????,0,Owl Molukh?geugle,Halmaheravalkuil,0,0,Ninoxe d'Halmahera,Ninoxe d'Halmahera,Halmaherakauz,0,0,0,0,Halmaherafalkugle,sowica ciemnog?owa,0,0,sovka molucká,Nínox de Halmahera,halmaheraspökuggla
Ninox forbesi,Ninox forbesi,Tanimbar Boobook,?????,?????,0,0,Tanimbarvalkuil,0,0,Ninoxe des Tanimbar,Ninoxe des Tanimbar,Tanimbarkauz,0,0,0,0,Tanimbarfalkugle,sowica ognista,0,????????? ???? ???????,sovka tanimbarská,Nínox de las Tanimbar,tanimbarspökuggla
Ninox natalis,Ninox natalis,Christmas Boobook,?????,?????,sovka váno?ní,Jule?-h?geugle,Christmas-Islandvalkuil,j?ulusaare haugaskakk,joulusaarenpöllö,Ninoxe de Christmas,Ninoxe de Christmas,Weihnachtsinselkauz,karácsony-szigeti héjabagoly,Gufastore di Christmas,??????????,Kal?d? salos a?trianag? pel?da,Christmasfalkugle,sowica pr?¿kowana,Coruja-lavradora-das-molucas,?????????????? ????????? ????,sovka pásikavá,Nínox de la Christmas,julöspökuggla
Ninox theomacha,Ninox theomacha,Papuan Boobook,???,??????,sovka d?unglová,M?rkrygget H?geugle,Bruine Valkuil,t?mmu-haugaskakk,nokihaukkapöllö,Ninoxe brune,Ninoxe brune,Einfarbkauz,egyszín? héjabagoly,Gufastore della giungla,????????,D?unglin? a?trianag? pel?da,Hekseugle,sowica papuaska,0,????? ????????? ????,sovka hnedá,Nínox papú,papuaspökuggla
Ninox meeki,Ninox meeki,Manus Boobook,?????,?????,sovka manuská,Manush?geugle,Meeks Valkuil,manusi haugaskakk,amiraliteettisaartenpöllö,Ninoxe de l'Amirauté,Ninoxe de l'Amirauté,Manuskauz,manus-szigeti héjabagoly,Gufastore di Manus,????????????,Manusin? a?trianag? pel?da,Manusfalkugle,sowica kroplista,0,?????????????? ????????? ????,sovka f?kaná,Nínox de la Manus,manusspökuggla
